Date,Open,High,Low,Close,Volume,Turnover
2018-01-01,100.0,105.32605453805678,99.0675768608211,101.64611655290419,1094878.4590337386,111290143.45820753
2018-01-02,101.9401960907758,105.45073672603878,94.2878850863175,99.96824976618501,3019689.102620152,301873034.42695844
2018-01-03,99.72648745856785,100.24283007015255,97.55868117697321,98.56530452675241,770201.9767387519,75915192.38436176
2018-01-04,98.41835477583727,104.1936419673664,95.80219632819698,100.80292504025523,1332761.6117631348,134346268.84708902
2018-01-05,100.9576124545183,101.65575762651947,99.20399969889941,100.29873964350797,1110058.4583831325,111337464.30644363
2018-01-08,100.39202660480557,104.75523340110757,96.3930612479047,99.16142249777951,892616.3425265956,88513106.26970242
2018-01-09,99.184503616866,103.84826821075588,97.66064029826585,101.21521542704959,1045180.4001213739,105788159.35841474
2018-01-10,101.21126438257751,107.69159803592184,101.12106419377784,102.12512460902028,10000.0,1021251.2460902027
2018-01-11,102.09772381622638,102.45366386784639,98.53186994905381,99.00322522202583,10000.0,990032.2522202583
2018-01-12,98.95409115420644,100.73164957782525,96.67466331719109,98.62675542916182,10000.0,986267.5542916182
2018-01-15,98.34218875404245,102.92667842145342,89.60681529537982,100.76173744023842,1908856.0163073714,192339648.72638282
2018-01-16,100.93582168817666,104.94205077298872,82.35264219806355,103.29779560678918,2502573.3415770247,258510309.5292229
2018-01-17,102.47186727807964,107.00382347021912,101.78032630089257,101.89822408296176,2051710.4107008076,209065647.1829364
2018-01-18,101.6893126195209,111.00032393695588,100.06843033655188,106.23305378762495,1994931.7617235465,211927693.14581892
2018-01-19,106.54486766647479,107.98133054023496,98.90254928557003,104.35269083864031,1644262.7121322765,171583238.45664367
2018-01-22,104.19064760832586,107.2450451421683,103.83681850839467,103.9427028091451,766247.9675337712,79645884.76747425
2018-01-23,103.70794259054311,104.81270439154386,103.66901516607584,104.21485507567078,856803.9507870254,89291699.55953202
2018-01-24,104.64857679165115,110.26558251682046,101.88256758228309,104.24648542241528,1834732.4812520177,191264412.86087027
2018-01-25,104.4785191367549,106.53094718903829,103.9435253367659,106.07841965351332,1927492.0931513014,204465315.13613254
2018-01-26,106.02294045032522,113.66534159163747,104.47911284339357,109.22348099398643,1996484.3402532972,218062969.39244753
2018-01-29,109.03188937776942,110.30908212276336,105.23694558039703,109.15427225169098,1999543.5056021821,218258716.18960118
2018-01-30,109.06947706149873,116.68285765505085,107.72189983731712,113.59862962944176,2264552.429942045,257250052.7654387
2018-01-31,113.40756581014976,118.43122533797231,100.71877281883732,110.46823778219816,4625788.225704766,511002673.6472466
2018-02-01,110.31569890019192,111.43875674045485,103.94593616204638,109.4712736103606,5352197.624721125,585911890.5925684
