Date,Open,High,Low,Close,Volume,Turnover
2018-01-01,100.0,101.57771896359391,98.74179453569984,100.0,865837.6178664749,86583761.78664748
2018-01-02,99.92016885263976,101.31644292309126,98.46612305673779,100.44166309057442,1772764.8025634917,178059445.0379109
2018-01-03,100.51626159221564,102.7404525773316,99.00371513999123,102.27126802015074,2206297.8948483723,225640883.33633223
2018-01-04,102.33902694583558,106.13857469282092,101.46546947979857,105.75717404454517,2722104.034486899,287882030.14258957
2018-01-05,105.89193485152214,110.62752310146337,104.81931754939723,109.07396642873499,1645775.8650924594,179511301.4583172
2018-01-08,109.04768399018944,112.0830278034433,108.35953846068132,110.9715744984891,2269638.0755016715,251865310.78014117
2018-01-09,110.79994422981015,112.23825766441949,107.61017719513468,108.43725472959011,3690037.10727331,400137493.7630357
2018-01-10,108.27824036626659,111.38622832494119,105.396463982486,107.50695552069205,2426331.073735924,260847466.82260096
2018-01-11,107.66091172727243,109.56228331837845,105.04528869961493,107.73221310104415,2698273.018247295,290690923.8066152
2018-01-12,107.75455329274088,113.20950987338783,106.07135797135221,111.86401333023,3267664.9552087,365534116.10819143
2018-01-15,111.94432086640163,113.63621987489708,111.94291612409341,113.04613804753527,4735301.071642454,535307498.6415345
2018-01-16,112.85548546755699,120.52320743873122,110.49319999920434,115.46395069827517,5411057.2351164,624782045.8210251
2018-01-17,115.50251833498449,120.0320676343591,106.51346491183742,114.47817526038887,5109552.669646907,584932266.0180264
2018-01-18,114.52677662575158,115.99117239842161,111.04428220545134,115.32414537604687,4600902.589433172,530595159.0848216
2018-01-19,115.45661817103564,117.19189606761478,112.57656632193198,116.38203474634743,3290671.753404864,382975074.3435889
2018-01-22,116.0997399427891,118.74891400688922,113.9126405382025,114.98831580600435,2540907.769224728,292174705.00154305
2018-01-23,114.81573952544895,118.33557747270724,104.87380520630556,116.2873744732807,4229079.2297560265,491788520.0678126
2018-01-24,116.68549373872798,120.13526442407195,116.230457637169,118.27197083553705,3316082.1979488158,392199577.0040459
2018-01-25,118.18631540782656,120.3697263517867,117.02502718109565,117.36573008801503,2640778.438443274,309936889.4285831
2018-01-26,117.35068635953088,121.9202391060937,114.32223864970257,118.68003121863062,2516931.533057369,298709512.91840434
2018-01-29,118.61075445897373,128.27463194189565,116.50717512281939,121.00961141441104,1677157.6130558543,202952191.0366101
2018-01-30,120.73659873692515,121.09110712213818,119.20612410230214,120.49270972381349,2370400.294761537,285615954.6459438
2018-01-31,120.30587857188351,121.41494719513048,119.33703343630634,119.88898750649113,2494162.2543895333,299022587.35566854
2018-02-01,119.98001136805023,123.509280569872,114.96739346793147,118.56604248834847,3481128.630490078,412743645.11009294
2018-02-02,118.35620960449398,124.35975318256158,113.51532490482315,116.15007267605581,4187962.0162665043,486432092.55391574
2018-02-05,116.4584551349129,119.18018491634645,114.68741312692066,115.9826766766316,1948915.6814906537,226040457.35634762
2018-02-06,115.83568528417392,118.22232035890386,114.01564686817142,115.19068272576556,656671.8987289878,75642484.34141688
2018-02-07,114.99640380676047,117.7113265144327,114.25624422344254,114.5273945691132,678826.7503030903,77744259.07603091
2018-02-08,114.4898736236652,115.03247618503909,112.36639652471663,113.47046652880879,587261.0306003024,66636783.11640536
2018-02-09,113.34067600105065,113.94268795690365,107.40538939290363,111.56244410579772,971953.5929499314,108433518.386906
2018-02-12,111.72570019652228,114.82271277400643,109.20213626460792,110.260821680705,1032549.203738743,113849723.62999149
2018-02-13,110.17190205000487,112.55406996355089,108.07724575338978,110.79815815233309,4496470.273214222,498200624.4588537
2018-02-14,110.88038554305155,113.78482197846061,106.52015665789922,108.76640181042376,2244147.1571621294,244087811.41761637
2018-02-15,108.559643824705,110.50660390123706,107.34118517234344,107.7357270549684,2571341.318547144,277025326.46015763
2018-02-16,107.89939525866508,117.20601857180512,101.60650632460221,111.82611515356594,4065242.5050442023,454600276.49624383
2018-02-19,112.01479447728856,116.8507973471034,109.23105555852315,115.02870912254126,4453747.620027591,512308839.48936415
2018-02-20,115.4625527091898,122.92637151503456,96.05042573850001,112.31205181689434,7171495.236117534,805445344.5634434
2018-02-21,112.3739167620894,116.62962874614448,112.23492362303338,113.86980441966924,5793664.0684938375,659723394.3526584
2018-02-22,113.96647636134293,115.12881435468722,111.0356134895686,112.38859577324982,3769091.8742425092,423602943.0864819
2018-02-23,112.41994896547854,117.50130785888801,110.99734963670154,115.43057490450683,3409314.567984522,393539140.6127637
2018-02-26,115.62109479151663,119.4321740555886,109.26302346752082,113.91789388206652,3590067.5142602944,408972930.11895853
2018-02-27,113.85451235386526,116.85120466195099,111.17269885837126,113.79731031460467,1993219.4594357496,226823013.35051858
2018-02-28,113.86679760223291,115.66384398401095,113.03645668568491,115.36814735649381,993136.6514656683,114576335.55142605
2018-03-01,115.29116802545713,116.61899351554622,113.43017865752937,113.98645064170194,1890123.1085755364,215448424.4223856
2018-03-02,114.06109436087567,115.75840554165467,113.13918909402949,115.15737935304963,748325.5690238996,86175211.43167193
2018-03-05,115.12581916857835,118.22037596721457,112.41416063152921,113.9930819859013,805340.8926148057,91803290.39843848
2018-03-06,113.91634388056809,118.18578895646341,113.68187881062175,114.04911508384545,1248045.7807997884,142338516.88434282
2018-03-07,113.96546110150472,119.13825859830479,111.06696109511967,113.47234464430223,1457395.706244265,165374107.86207548
2018-03-08,113.63256577047711,115.46237644065936,112.53896545506508,113.18198326249498,684156.5247905783,77434192.33777396
2018-03-09,112.97611397881711,115.08432886688344,110.44236660788626,113.2127984555634,1150269.9395510617,130225278.83588745
2018-03-12,112.9634588825707,114.39978042622437,112.05603487168753,112.91211991011745,2711826.214613559,306198046.7198461
2018-03-13,113.0248451913457,113.48447693380935,110.82695387266337,110.93768797501728,3198907.1693909084,354879365.41893435
2018-03-14,110.79456472184413,113.49388315291189,107.26796440917272,112.08678194916664,1420896.6069603674,159263728.15667742
2018-03-15,112.00434034510816,114.03103546291092,107.41951704052137,113.21097704247356,2085982.93942964,236156166.6667605
2018-03-16,113.13442573334733,115.6532428071652,113.0706991390966,115.01945974472348,2124668.550784992,244378228.84789437
2018-03-19,115.45327736671314,119.04263656093835,113.89143457517416,117.4652265113662,3211140.6584416246,377197364.803703
2018-03-20,117.36578074804119,117.37957176515629,113.2586849972984,115.21862561342506,1405627.98853365,161954524.96261036
2018-03-21,115.08789865949659,117.45069051658504,114.31869326996238,117.30805627686807,3234487.6775695225,379431462.50716186
2018-03-22,117.2376949165948,123.16730098659917,114.08863644358689,119.31588608488741,2262299.1131081674,269928223.2695559
2018-03-23,119.3442314227784,119.96419785930739,115.44612024680802,118.27632904586956,1118823.8867525747,132330382.17392622
2018-03-26,118.33369899755601,119.87266842645346,116.6440115457459,119.17255551364802,835180.4775310335,99530591.82248215
2018-03-27,118.99596584581407,123.07751695067944,118.82863470509216,120.58747359068023,1132385.536811184,136551511.0146869
2018-03-28,120.6439315786129,120.90148338506422,117.18681898792465,119.50744602925897,1236719.786464444,147797223.13421622
2018-03-29,119.69925754443926,120.21648871228801,116.05291355399773,117.81760106614381,540404.9047318078,63669209.47987958
2018-03-30,117.68486986698164,117.99704719284556,117.24639361593282,117.27895515193028,10000.0,1172789.5515193027
2018-04-02,117.3240499233964,119.32400256216481,116.44168889911494,119.25742246311324,18699.676720786138,2230075.2466144366
2018-04-03,119.31279347444365,119.4698472295366,118.23129241468283,119.11257096028758,10000.0,1191125.7096028759
2018-04-04,119.12419840425824,119.1567435183945,116.48043780605055,117.86578925977915,10000.0,1178657.8925977915
2018-04-05,117.84682693768687,121.78854057802285,116.74939431892241,117.37594929008084,321728.89749821334,37763234.7579039
2018-04-06,117.23147932100483,117.33653516851905,114.49038512657702,116.5406085862462,10000.0,1165406.085862462
2018-04-09,116.61916038057944,117.33482489419012,113.84718713843232,116.08362070268316,10000.0,1160836.2070268316
2018-04-10,116.05412299880393,116.23713260727291,114.63376049546247,115.99373023800766,279887.9900473185,32465252.014406834
2018-04-11,115.97660829211233,117.31888691098051,112.35053860887167,113.7760363707381,100067.7743486213,11385314.73382755
2018-04-12,113.85339164553257,114.90941402966143,112.33854504122901,113.91788751115595,10000.0,1139178.8751115596
2018-04-13,113.74016340613238,115.01284625358052,112.7130410877887,114.90416146211912,10000.0,1149041.6146211913
2018-04-16,114.89832813583708,115.32356125997259,114.28748547155368,114.62592672723117,56917.0083824031,6524164.83237454
2018-04-17,114.68198177257192,114.9326140208655,113.4928243982663,114.15326573514695,455087.5871042749,51949734.263481125
2018-04-18,114.2116772581516,115.40618702823379,112.65497847688009,114.9587016417662,151729.06108360417,17442575.863495372
2018-04-19,114.99122760821815,115.04280613240125,112.66992928735215,114.16103334460249,10000.0,1141610.333446025
2018-04-20,114.2641885697598,114.45783718305097,113.10944189005131,113.44394211284875,10000.0,1134439.4211284874
2018-04-23,113.45615305261067,113.94825785749683,111.69154338064149,112.77601765645852,10000.0,1127760.1765645852
2018-04-24,112.82832761957533,112.9554784839995,111.62748673633304,112.65851900654127,10000.0,1126585.1900654128
2018-04-25,112.69823843661335,113.29117500443385,112.58185622659018,112.83081115177589,10000.0,1128308.1115177588
2018-04-26,112.78230384416257,112.8140869086143,112.46427629174761,112.76433232987142,10000.0,1127643.3232987141
2018-04-27,112.74609183155188,113.05373354392329,112.64354148068544,112.86053419069857,10000.0,1128605.3419069857
2018-04-30,112.92159672837353,113.15363686971561,112.79079339063385,113.06802205576376,10000.0,1130680.2205576375
2018-05-01,113.0587688114787,113.77551831202324,112.49341489954958,113.19282066536955,10000.0,1131928.2066536956
2018-05-02,113.1909538513796,113.49473572207631,112.14266008420407,112.92530575751827,10000.0,1129253.0575751828
2018-05-03,112.89081382398552,113.07156801786938,112.39807307221358,112.8189765132517,10000.0,1128189.765132517
2018-05-04,112.80939264699678,113.48720739100563,112.80808562269625,113.1350694517543,10000.0,1131350.694517543
2018-05-07,113.09631447465829,113.45279940463094,112.75535399246519,112.78483069108192,10000.0,1127848.3069108191
2018-05-08,112.76414040814123,112.9310458272772,112.40709974641976,112.66974370835285,10000.0,1126697.4370835286
2018-05-09,112.68787603333814,112.92404954155656,112.30441649017484,112.50833843586312,10000.0,1125083.3843586312
2018-05-10,112.48432277699973,112.50799193028762,111.83576899541688,112.43780990223757,10000.0,1124378.0990223757
2018-05-11,112.42276987938219,112.71203204377579,111.55578075301474,112.15957471833057,10000.0,1121595.7471833057
2018-05-14,112.19811448326934,112.43703252867672,111.60761544073979,111.76548331360783,10000.0,1117654.8331360782
2018-05-15,111.77335614085742,112.23820439953418,111.49027726498494,112.20258931778622,10000.0,1122025.8931778623
2018-05-16,112.21126200957302,112.62563356185576,112.16541447787509,112.35449421502534,10000.0,1123544.9421502533
2018-05-17,112.37124238520964,112.43714855035489,111.95825712227754,112.22200136527907,10000.0,1122220.0136527908
2018-05-18,112.21271096269808,112.8847308255884,112.1812272381694,112.20441027066465,10000.0,1122044.1027066465
2018-05-21,112.19782635588187,112.76306831161479,112.0686982061463,112.31144692895474,10000.0,1123114.4692895473
2018-05-22,112.27675394199012,112.31969715862076,112.16049570934918,112.24312185587983,10000.0,1122431.2185587983
2018-05-23,112.25545807150462,112.34413567567195,112.16241042816591,112.33907143879553,10000.0,1123390.7143879554
2018-05-24,112.33556804112351,112.3510140678685,112.00887597344348,112.22441577841096,10000.0,1122244.1577841095
2018-05-25,112.2243304524805,112.78884901430632,111.99847599155744,112.15721126490381,10000.0,1121572.112649038
2018-05-28,112.13886049528818,112.17729229153053,112.09982955040388,112.1385265012113,10000.0,1121385.265012113
2018-05-29,112.14894020898035,112.27125185420988,112.04861115803463,112.0579060675859,10000.0,1120579.060675859
2018-05-30,112.06842484863488,112.22557680169334,111.55411350889746,111.64552517427171,10000.0,1116455.251742717
2018-05-31,111.64855362413145,111.93387048063113,111.6251598078409,111.66235319238791,10000.0,1116623.5319238792
2018-06-01,111.6357255202758,111.99079940027787,111.48515189349497,111.71863083998733,10000.0,1117186.3083998733
2018-06-04,111.70450137947246,111.81138231665373,111.38404227902423,111.80873712656434,10000.0,1118087.3712656433
2018-06-05,111.80814812656057,111.96449237908912,111.43515255944186,111.64912761489099,10000.0,1116491.27614891
2018-06-06,111.63509793451507,111.77282489210079,111.48227673512076,111.71910399672822,10000.0,1117191.0399672822
2018-06-07,111.72556362687662,112.11547854074651,111.63765978770242,111.76492286188477,10000.0,1117649.2286188477
2018-06-08,111.78666422382986,112.2336741351876,110.92377632275857,111.39097085659316,10000.0,1113909.7085659315
2018-06-11,111.37311549131947,111.64046710991707,110.50709959267166,110.89248106699247,10000.0,1108924.8106699248
2018-06-12,110.88782013635598,111.14103729965994,110.63055272734246,111.05188557352226,10000.0,1110518.8557352226
2018-06-13,111.03588032737213,111.063258792798,110.49790501444768,110.86023196246958,10000.0,1108602.319624696
2018-06-14,110.88998626279279,111.98311044696213,110.82925087409254,111.18679889213388,10000.0,1111867.9889213387
2018-06-15,111.20861457070536,112.11147662872436,110.78026094456759,111.73392431104692,10000.0,1117339.2431104693
2018-06-18,111.8191810010911,112.49934885535457,111.42476025724896,111.55319028030091,10000.0,1115531.9028030091
2018-06-19,111.55355350210519,113.23535401680975,109.65309642300431,111.21373021248064,10000.0,1112137.3021248064
2018-06-20,111.17949850363425,111.37213738856279,111.06565768933451,111.23264712097883,10000.0,1112326.4712097882
2018-06-21,111.24145596148408,111.81645709453255,111.0025970848554,111.39996853653062,10000.0,1113999.6853653062
2018-06-22,111.39332118275031,111.5362188785314,110.59738600678921,111.09145182452296,10000.0,1110914.5182452297
2018-06-25,111.1029681303496,112.72516379322823,110.64497963774224,111.87036160120275,10000.0,1118703.6160120275
2018-06-26,111.93234831822765,112.8895127860889,111.75309736313595,112.36433662292133,10000.0,1123643.3662292133
2018-06-27,112.35313451113957,112.99919895916791,111.72527641680874,112.60686865402813,10000.0,1126068.6865402814
2018-06-28,112.64321457696383,112.78887536615044,112.15403686682687,112.31000814387555,10000.0,1123100.0814387554
2018-06-29,112.21706844333848,112.71334507059981,111.31648148883426,112.69791497445844,10000.0,1126979.1497445845
2018-07-02,112.74299194711692,114.90721757152002,110.83021185370784,113.03492637344772,10000.0,1130349.263734477
2018-07-03,113.04077859256327,113.10693633540227,112.08203194183584,112.47919868466253,10000.0,1124791.9868466253
2018-07-04,112.46635548808094,114.6278907855239,111.64180555401668,113.59553737195655,10000.0,1135955.3737195656
2018-07-05,113.56885289338639,113.94431602529617,113.19260784576096,113.3770194934868,10000.0,1133770.194934868
2018-07-06,113.46572292018635,113.82379184446346,112.89664601060635,113.55896281988991,10000.0,1135589.628198899
2018-07-09,113.52644438207412,113.91898910175027,111.84776896534707,113.16665149809373,10000.0,1131666.5149809374
2018-07-10,113.23816450733771,113.4596726361096,112.85905555085635,113.34364076021586,10000.0,1133436.4076021586
2018-07-11,113.31509394351735,114.99319241749814,111.88526587715292,113.9592335673126,10000.0,1139592.335673126
2018-07-12,113.96175228944404,114.48164063464257,112.24759497346555,113.49713934594729,10000.0,1134971.3934594728
2018-07-13,113.51680515592125,114.53721364118306,112.39791282340902,112.55130187454856,10000.0,1125513.0187454855
2018-07-16,112.64255028904059,113.12689309578491,111.47685664591357,112.33496703088133,10000.0,1123349.6703088132
2018-07-17,112.34476911338623,112.48587165126457,110.51205728492663,111.83049558677078,10000.0,1118304.9558677077
2018-07-18,111.84571234701997,112.17862964107431,110.01371483409856,111.37049709696976,10000.0,1113704.9709696975
2018-07-19,111.36660977101171,112.01247386677801,108.87872188419458,111.31222760115035,10000.0,1113122.2760115035
2018-07-20,111.29127784402151,111.78396675541624,111.22343384027414,111.29391023477555,10000.0,1112939.1023477556
2018-07-23,111.24121392165635,113.29292917300444,110.02821843301626,112.46848720728721,426166.6925993344,47930323.214780144
